Date,Demand,Product_Product B,Product_Product C,Demand(t-1),Demand(t-2),Year,Month,DayOfWeek,Product_Product B * Demand,Product_Product C * Demand
2019-11-25,193,False,True,157.0,155.0,2019,11,0,0,193
2019-11-26,134,True,False,193.0,157.0,2019,11,1,134,0
2019-11-26,111,False,True,134.0,193.0,2019,11,1,0,111
2019-11-26,51,False,False,111.0,134.0,2019,11,1,0,0
2019-11-27,124,False,True,51.0,111.0,2019,11,2,0,124
2019-11-27,141,True,False,124.0,51.0,2019,11,2,141,0
2019-11-27,113,False,False,141.0,124.0,2019,11,2,0,0
2019-11-28,143,False,False,113.0,141.0,2019,11,3,0,0
2019-11-28,72,True,False,143.0,113.0,2019,11,3,72,0
2019-11-28,136,False,True,72.0,143.0,2019,11,3,0,136
2019-11-29,111,False,False,136.0,72.0,2019,11,4,0,0
2019-11-29,158,True,False,111.0,136.0,2019,11,4,158,0
2019-11-29,136,False,True,158.0,111.0,2019,11,4,0,136
2019-11-30,131,False,False,136.0,158.0,2019,11,5,0,0
2019-11-30,138,True,False,131.0,136.0,2019,11,5,138,0
2019-11-30,57,False,True,138.0,131.0,2019,11,5,0,57
2019-12-01,163,False,False,57.0,138.0,2019,12,6,0,0
2019-12-01,104,True,False,163.0,57.0,2019,12,6,104,0
2019-12-01,69,False,True,104.0,163.0,2019,12,6,0,69
2019-12-02,160,True,False,69.0,104.0,2019,12,0,160,0
2019-12-02,154,False,True,160.0,69.0,2019,12,0,0,154
2019-12-02,184,False,False,154.0,160.0,2019,12,0,0,0
2019-12-03,110,False,False,184.0,154.0,2019,12,1,0,0
2019-12-03,102,True,False,110.0,184.0,2019,12,1,102,0
2019-12-03,174,False,True,102.0,110.0,2019,12,1,0,174
2019-12-04,176,False,False,174.0,102.0,2019,12,2,0,0
2019-12-04,51,True,False,176.0,174.0,2019,12,2,51,0
2019-12-04,93,False,True,51.0,176.0,2019,12,2,0,93
2019-12-05,61,True,False,93.0,51.0,2019,12,3,61,0
2019-12-05,172,False,False,61.0,93.0,2019,12,3,0,0
2019-12-05,137,False,True,172.0,61.0,2019,12,3,0,137
2019-12-06,141,False,False,137.0,172.0,2019,12,4,0,0
2019-12-06,144,True,False,141.0,137.0,2019,12,4,144,0
2019-12-06,138,False,True,144.0,141.0,2019,12,4,0,138
2019-12-07,125,True,False,138.0,144.0,2019,12,5,125,0
2019-12-07,75,False,True,125.0,138.0,2019,12,5,0,75
2019-12-07,52,False,False,75.0,125.0,2019,12,5,0,0
2019-12-08,149,False,True,52.0,75.0,2019,12,6,0,149
2019-12-08,176,True,False,149.0,52.0,2019,12,6,176,0
2019-12-08,59,False,False,176.0,149.0,2019,12,6,0,0
2019-12-09,182,False,False,59.0,176.0,2019,12,0,0,0
2019-12-09,79,True,False,182.0,59.0,2019,12,0,79,0
2019-12-09,168,False,True,79.0,182.0,2019,12,0,0,168
2019-12-10,98,False,False,168.0,79.0,2019,12,1,0,0
2019-12-10,65,True,False,98.0,168.0,2019,12,1,65,0
2019-12-10,117,False,True,65.0,98.0,2019,12,1,0,117
2019-12-11,162,False,False,117.0,65.0,2019,12,2,0,0
2019-12-11,50,True,False,162.0,117.0,2019,12,2,50,0
2019-12-11,195,False,True,50.0,162.0,2019,12,2,0,195
2019-12-12,189,False,False,195.0,50.0,2019,12,3,0,0
2019-12-12,126,True,False,189.0,195.0,2019,12,3,126,0
2019-12-12,152,False,True,126.0,189.0,2019,12,3,0,152
2019-12-13,113,True,False,152.0,126.0,2019,12,4,113,0
2019-12-13,185,False,True,113.0,152.0,2019,12,4,0,185
2019-12-13,138,False,False,185.0,113.0,2019,12,4,0,0
2019-12-14,141,False,False,138.0,185.0,2019,12,5,0,0
2019-12-14,71,True,False,141.0,138.0,2019,12,5,71,0
2019-12-14,200,False,True,71.0,141.0,2019,12,5,0,200
2019-12-15,80,False,False,200.0,71.0,2019,12,6,0,0
2019-12-15,62,True,False,80.0,200.0,2019,12,6,62,0
2019-12-15,103,False,True,62.0,80.0,2019,12,6,0,103
2019-12-16,158,True,False,103.0,62.0,2019,12,0,158,0
2019-12-16,102,False,False,158.0,103.0,2019,12,0,0,0
2019-12-16,79,False,True,102.0,158.0,2019,12,0,0,79
2019-12-17,114,False,False,79.0,102.0,2019,12,1,0,0
2019-12-17,157,True,False,114.0,79.0,2019,12,1,157,0
2019-12-17,145,False,True,157.0,114.0,2019,12,1,0,145
2019-12-18,160,True,False,145.0,157.0,2019,12,2,160,0
2019-12-18,81,False,True,160.0,145.0,2019,12,2,0,81
2019-12-18,147,False,False,81.0,160.0,2019,12,2,0,0
2019-12-19,179,False,True,147.0,81.0,2019,12,3,0,179
2019-12-19,102,True,False,179.0,147.0,2019,12,3,102,0
2019-12-19,85,False,False,102.0,179.0,2019,12,3,0,0
2019-12-20,124,False,False,85.0,102.0,2019,12,4,0,0
2019-12-20,80,True,False,124.0,85.0,2019,12,4,80,0
2019-12-20,198,False,True,80.0,124.0,2019,12,4,0,198
2019-12-21,99,False,False,198.0,80.0,2019,12,5,0,0
2019-12-21,93,True,False,99.0,198.0,2019,12,5,93,0
2019-12-21,185,False,True,93.0,99.0,2019,12,5,0,185
2019-12-22,199,False,False,185.0,93.0,2019,12,6,0,0
2019-12-22,94,True,False,199.0,185.0,2019,12,6,94,0
2019-12-22,165,False,True,94.0,199.0,2019,12,6,0,165
2019-12-23,157,False,False,165.0,94.0,2019,12,0,0,0
2019-12-23,99,True,False,157.0,165.0,2019,12,0,99,0
2019-12-23,80,False,True,99.0,157.0,2019,12,0,0,80
2019-12-24,128,True,False,80.0,99.0,2019,12,1,128,0
2019-12-24,66,False,True,128.0,80.0,2019,12,1,0,66
2019-12-24,168,False,False,66.0,128.0,2019,12,1,0,0
2019-12-25,145,False,False,168.0,66.0,2019,12,2,0,0
2019-12-25,90,True,False,145.0,168.0,2019,12,2,90,0
2019-12-25,155,False,True,90.0,145.0,2019,12,2,0,155
2019-12-26,112,False,False,155.0,90.0,2019,12,3,0,0
2019-12-26,110,True,False,112.0,155.0,2019,12,3,110,0
2019-12-26,194,False,True,110.0,112.0,2019,12,3,0,194
2019-12-27,72,True,False,194.0,110.0,2019,12,4,72,0
2019-12-27,159,False,False,72.0,194.0,2019,12,4,0,0
2019-12-27,155,False,True,159.0,72.0,2019,12,4,0,155
2019-12-28,91,False,False,155.0,159.0,2019,12,5,0,0
2019-12-28,66,True,False,91.0,155.0,2019,12,5,66,0
2019-12-28,123,False,True,66.0,91.0,2019,12,5,0,123
2019-12-29,163,True,False,123.0,66.0,2019,12,6,163,0
2019-12-29,67,False,True,163.0,123.0,2019,12,6,0,67
2019-12-29,128,False,False,67.0,163.0,2019,12,6,0,0
2019-12-30,195,True,False,128.0,67.0,2019,12,0,195,0
2019-12-30,197,False,True,195.0,128.0,2019,12,0,0,197
2019-12-30,131,False,False,197.0,195.0,2019,12,0,0,0
2019-12-31,53,True,False,131.0,197.0,2019,12,1,53,0
2019-12-31,142,False,True,53.0,131.0,2019,12,1,0,142
2019-12-31,97,False,False,142.0,53.0,2019,12,1,0,0
2020-01-01,58,False,True,97.0,142.0,2020,1,2,0,58
2020-01-01,121,False,False,58.0,97.0,2020,1,2,0,0
2020-01-01,181,True,False,121.0,58.0,2020,1,2,181,0
2020-01-02,76,False,False,181.0,121.0,2020,1,3,0,0
2020-01-02,111,True,False,76.0,181.0,2020,1,3,111,0
2020-01-02,160,False,True,111.0,76.0,2020,1,3,0,160
2020-01-03,160,False,False,160.0,111.0,2020,1,4,0,0
2020-01-03,113,True,False,160.0,160.0,2020,1,4,113,0
2020-01-03,78,False,True,113.0,160.0,2020,1,4,0,78
2020-01-04,149,False,False,78.0,113.0,2020,1,5,0,0
2020-01-04,130,True,False,149.0,78.0,2020,1,5,130,0
2020-01-04,196,False,True,130.0,149.0,2020,1,5,0,196
2020-01-05,57,False,False,196.0,130.0,2020,1,6,0,0
2020-01-05,73,True,False,57.0,196.0,2020,1,6,73,0
2020-01-05,90,False,True,73.0,57.0,2020,1,6,0,90
2020-01-06,178,True,False,90.0,73.0,2020,1,0,178,0
2020-01-06,73,False,True,178.0,90.0,2020,1,0,0,73
2020-01-06,53,False,False,73.0,178.0,2020,1,0,0,0
2020-01-07,119,False,False,53.0,73.0,2020,1,1,0,0
2020-01-07,89,True,False,119.0,53.0,2020,1,1,89,0
2020-01-07,108,False,True,89.0,119.0,2020,1,1,0,108
2020-01-08,50,False,False,108.0,89.0,2020,1,2,0,0
2020-01-08,108,True,False,50.0,108.0,2020,1,2,108,0
2020-01-08,121,False,True,108.0,50.0,2020,1,2,0,121
2020-01-09,67,True,False,121.0,108.0,2020,1,3,67,0
2020-01-09,124,False,False,67.0,121.0,2020,1,3,0,0
2020-01-09,150,False,True,124.0,67.0,2020,1,3,0,150
2020-01-10,107,False,False,150.0,124.0,2020,1,4,0,0
2020-01-10,155,True,False,107.0,150.0,2020,1,4,155,0
2020-01-10,160,False,True,155.0,107.0,2020,1,4,0,160
2020-01-11,194,True,False,160.0,155.0,2020,1,5,194,0
2020-01-11,143,False,True,194.0,160.0,2020,1,5,0,143
2020-01-11,76,False,False,143.0,194.0,2020,1,5,0,0
2020-01-12,118,False,True,76.0,143.0,2020,1,6,0,118
2020-01-12,77,True,False,118.0,76.0,2020,1,6,77,0
2020-01-12,118,False,False,77.0,118.0,2020,1,6,0,0
2020-01-13,85,False,False,118.0,77.0,2020,1,0,0,0
2020-01-13,95,True,False,85.0,118.0,2020,1,0,95,0
2020-01-13,160,False,True,95.0,85.0,2020,1,0,0,160
2020-01-14,184,False,False,160.0,95.0,2020,1,1,0,0
2020-01-14,52,True,False,184.0,160.0,2020,1,1,52,0
2020-01-14,161,False,True,52.0,184.0,2020,1,1,0,161
2020-01-15,132,False,False,161.0,52.0,2020,1,2,0,0
2020-01-15,151,True,False,132.0,161.0,2020,1,2,151,0
2020-01-15,126,False,True,151.0,132.0,2020,1,2,0,126
2020-01-16,199,False,False,126.0,151.0,2020,1,3,0,0
2020-01-16,172,True,False,199.0,126.0,2020,1,3,172,0
2020-01-16,79,False,True,172.0,199.0,2020,1,3,0,79
2020-01-17,96,True,False,79.0,172.0,2020,1,4,96,0
2020-01-17,181,False,True,96.0,79.0,2020,1,4,0,181
2020-01-17,115,False,False,181.0,96.0,2020,1,4,0,0
2020-01-18,125,False,False,115.0,181.0,2020,1,5,0,0
2020-01-18,57,True,False,125.0,115.0,2020,1,5,57,0
2020-01-18,131,False,True,57.0,125.0,2020,1,5,0,131
2020-01-19,193,False,False,131.0,57.0,2020,1,6,0,0
2020-01-19,193,True,False,193.0,131.0,2020,1,6,193,0
2020-01-19,126,False,True,193.0,193.0,2020,1,6,0,126
2020-01-20,195,True,False,126.0,193.0,2020,1,0,195,0
2020-01-20,130,False,False,195.0,126.0,2020,1,0,0,0
2020-01-20,198,False,True,130.0,195.0,2020,1,0,0,198
2020-01-21,188,False,False,198.0,130.0,2020,1,1,0,0
2020-01-21,66,True,False,188.0,198.0,2020,1,1,66,0
2020-01-21,65,False,True,66.0,188.0,2020,1,1,0,65
2020-01-22,63,True,False,65.0,66.0,2020,1,2,63,0
2020-01-22,154,False,True,63.0,65.0,2020,1,2,0,154
2020-01-22,82,False,False,154.0,63.0,2020,1,2,0,0
2020-01-23,171,True,False,82.0,154.0,2020,1,3,171,0
2020-01-23,91,False,True,171.0,82.0,2020,1,3,0,91
2020-01-23,85,False,False,91.0,171.0,2020,1,3,0,0
2020-01-24,96,False,False,85.0,91.0,2020,1,4,0,0
2020-01-24,177,True,False,96.0,85.0,2020,1,4,177,0
2020-01-24,50,False,True,177.0,96.0,2020,1,4,0,50
2020-01-25,103,False,False,50.0,177.0,2020,1,5,0,0
2020-01-25,94,True,False,103.0,50.0,2020,1,5,94,0
2020-01-25,143,False,True,94.0,103.0,2020,1,5,0,143
2020-01-26,157,False,False,143.0,94.0,2020,1,6,0,0
2020-01-26,135,True,False,157.0,143.0,2020,1,6,135,0
2020-01-26,174,False,True,135.0,157.0,2020,1,6,0,174
2020-01-27,179,False,False,174.0,135.0,2020,1,0,0,0
2020-01-27,184,True,False,179.0,174.0,2020,1,0,184,0
2020-01-27,68,False,True,184.0,179.0,2020,1,0,0,68
2020-01-28,196,True,False,68.0,184.0,2020,1,1,196,0
2020-01-28,63,False,True,196.0,68.0,2020,1,1,0,63
2020-01-28,157,False,False,63.0,196.0,2020,1,1,0,0
2020-01-29,181,False,False,157.0,63.0,2020,1,2,0,0
2020-01-29,109,True,False,181.0,157.0,2020,1,2,109,0
2020-01-29,117,False,True,109.0,181.0,2020,1,2,0,117
2020-01-30,72,False,False,117.0,109.0,2020,1,3,0,0
2020-01-30,179,True,False,72.0,117.0,2020,1,3,179,0
2020-01-30,174,False,True,179.0,72.0,2020,1,3,0,174
2020-01-31,180,True,False,174.0,179.0,2020,1,4,180,0
2020-01-31,115,False,False,180.0,174.0,2020,1,4,0,0
2020-01-31,106,False,True,115.0,180.0,2020,1,4,0,106
2020-02-01,101,False,False,106.0,115.0,2020,2,5,0,0
2020-02-01,185,True,False,101.0,106.0,2020,2,5,185,0
2020-02-01,194,False,True,185.0,101.0,2020,2,5,0,194
2020-02-02,191,True,False,194.0,185.0,2020,2,6,191,0
2020-02-02,145,False,True,191.0,194.0,2020,2,6,0,145
2020-02-02,194,False,False,145.0,191.0,2020,2,6,0,0
2020-02-03,123,False,True,194.0,145.0,2020,2,0,0,123
2020-02-03,69,True,False,123.0,194.0,2020,2,0,69,0
2020-02-03,131,False,False,69.0,123.0,2020,2,0,0,0
2020-02-04,86,False,False,131.0,69.0,2020,2,1,0,0
2020-02-04,58,True,False,86.0,131.0,2020,2,1,58,0
2020-02-04,183,False,True,58.0,86.0,2020,2,1,0,183
2020-02-05,118,False,False,183.0,58.0,2020,2,2,0,0
2020-02-05,67,True,False,118.0,183.0,2020,2,2,67,0
2020-02-05,57,False,True,67.0,118.0,2020,2,2,0,57
2020-02-06,110,False,False,57.0,67.0,2020,2,3,0,0
2020-02-06,166,True,False,110.0,57.0,2020,2,3,166,0
2020-02-06,55,False,True,166.0,110.0,2020,2,3,0,55
2020-02-07,65,False,False,55.0,166.0,2020,2,4,0,0
2020-02-07,93,True,False,65.0,55.0,2020,2,4,93,0
2020-02-07,137,False,True,93.0,65.0,2020,2,4,0,137
2020-02-08,176,True,False,137.0,93.0,2020,2,5,176,0
2020-02-08,102,False,True,176.0,137.0,2020,2,5,0,102
2020-02-08,193,False,False,102.0,176.0,2020,2,5,0,0
2020-02-09,59,False,False,193.0,102.0,2020,2,6,0,0
2020-02-09,115,True,False,59.0,193.0,2020,2,6,115,0
2020-02-09,158,False,True,115.0,59.0,2020,2,6,0,158
2020-02-10,124,False,False,158.0,115.0,2020,2,0,0,0
2020-02-10,191,True,False,124.0,158.0,2020,2,0,191,0
2020-02-10,111,False,True,191.0,124.0,2020,2,0,0,111
2020-02-11,74,True,False,111.0,191.0,2020,2,1,74,0
2020-02-11,137,False,False,74.0,111.0,2020,2,1,0,0
2020-02-11,137,False,True,137.0,74.0,2020,2,1,0,137
2020-02-12,100,False,False,137.0,137.0,2020,2,2,0,0
2020-02-12,169,True,False,100.0,137.0,2020,2,2,169,0
2020-02-12,190,False,True,169.0,100.0,2020,2,2,0,190
2020-02-13,156,True,False,190.0,169.0,2020,2,3,156,0
2020-02-13,103,False,True,156.0,190.0,2020,2,3,0,103
2020-02-13,56,False,False,103.0,156.0,2020,2,3,0,0
2020-02-14,73,True,False,56.0,103.0,2020,2,4,73,0
2020-02-14,193,False,True,73.0,56.0,2020,2,4,0,193
2020-02-14,115,False,False,193.0,73.0,2020,2,4,0,0
2020-02-15,73,True,False,115.0,193.0,2020,2,5,73,0
2020-02-15,183,False,True,73.0,115.0,2020,2,5,0,183
2020-02-15,176,False,False,183.0,73.0,2020,2,5,0,0
2020-02-16,158,False,False,176.0,183.0,2020,2,6,0,0
2020-02-16,105,True,False,158.0,176.0,2020,2,6,105,0
2020-02-16,160,False,True,105.0,158.0,2020,2,6,0,160
2020-02-17,77,False,False,160.0,105.0,2020,2,0,0,0
2020-02-17,165,True,False,77.0,160.0,2020,2,0,165,0
2020-02-17,99,False,True,165.0,77.0,2020,2,0,0,99
2020-02-18,168,False,False,99.0,165.0,2020,2,1,0,0
2020-02-18,68,True,False,168.0,99.0,2020,2,1,68,0
2020-02-18,55,False,True,68.0,168.0,2020,2,1,0,55
2020-02-19,192,False,False,55.0,68.0,2020,2,2,0,0
2020-02-19,166,True,False,192.0,55.0,2020,2,2,166,0
2020-02-19,76,False,True,166.0,192.0,2020,2,2,0,76
2020-02-20,185,True,False,76.0,166.0,2020,2,3,185,0
2020-02-20,109,False,True,185.0,76.0,2020,2,3,0,109
2020-02-20,117,False,False,109.0,185.0,2020,2,3,0,0
2020-02-21,166,False,False,117.0,109.0,2020,2,4,0,0
2020-02-21,56,True,False,166.0,117.0,2020,2,4,56,0
2020-02-21,179,False,True,56.0,166.0,2020,2,4,0,179
2020-02-22,137,False,False,179.0,56.0,2020,2,5,0,0
2020-02-22,90,True,False,137.0,179.0,2020,2,5,90,0
2020-02-22,98,False,True,90.0,137.0,2020,2,5,0,98
2020-02-23,169,True,False,98.0,90.0,2020,2,6,169,0
2020-02-23,108,False,False,169.0,98.0,2020,2,6,0,0
2020-02-23,51,False,True,108.0,169.0,2020,2,6,0,51
2020-02-24,77,False,False,51.0,108.0,2020,2,0,0,0
2020-02-24,173,True,False,77.0,51.0,2020,2,0,173,0
2020-02-24,137,False,True,173.0,77.0,2020,2,0,0,137
2020-02-25,101,True,False,137.0,173.0,2020,2,1,101,0
2020-02-25,143,False,True,101.0,137.0,2020,2,1,0,143
2020-02-25,55,False,False,143.0,101.0,2020,2,1,0,0
2020-02-26,166,True,False,55.0,143.0,2020,2,2,166,0
2020-02-26,138,False,True,166.0,55.0,2020,2,2,0,138
2020-02-26,129,False,False,138.0,166.0,2020,2,2,0,0
2020-02-27,143,False,False,129.0,138.0,2020,2,3,0,0
2020-02-27,167,True,False,143.0,129.0,2020,2,3,167,0
2020-02-27,77,False,True,167.0,143.0,2020,2,3,0,77
2020-02-28,113,False,False,77.0,167.0,2020,2,4,0,0
2020-02-28,80,True,False,113.0,77.0,2020,2,4,80,0
2020-02-28,66,False,True,80.0,113.0,2020,2,4,0,66
2020-02-29,61,False,True,66.0,80.0,2020,2,5,0,61
2020-02-29,181,True,False,61.0,66.0,2020,2,5,181,0
2020-02-29,58,False,False,181.0,61.0,2020,2,5,0,0
2020-03-01,165,False,False,58.0,181.0,2020,3,6,0,0
2020-03-01,135,True,False,165.0,58.0,2020,3,6,135,0
2020-03-01,75,False,True,135.0,165.0,2020,3,6,0,75
2020-03-02,150,False,False,75.0,135.0,2020,3,0,0,0
2020-03-02,188,True,False,150.0,75.0,2020,3,0,188,0
2020-03-02,159,False,True,188.0,150.0,2020,3,0,0,159
2020-03-03,164,False,True,159.0,188.0,2020,3,1,0,164
2020-03-03,148,True,False,164.0,159.0,2020,3,1,148,0
2020-03-03,182,False,False,148.0,164.0,2020,3,1,0,0
2020-03-04,156,False,False,182.0,148.0,2020,3,2,0,0
2020-03-04,137,True,False,156.0,182.0,2020,3,2,137,0
2020-03-04,166,False,True,137.0,156.0,2020,3,2,0,166
2020-03-05,88,False,False,166.0,137.0,2020,3,3,0,0
2020-03-05,154,True,False,88.0,166.0,2020,3,3,154,0
2020-03-05,89,False,True,154.0,88.0,2020,3,3,0,89
2020-03-06,85,False,False,89.0,154.0,2020,3,4,0,0
2020-03-06,147,True,False,85.0,89.0,2020,3,4,147,0
2020-03-06,129,False,True,147.0,85.0,2020,3,4,0,129
2020-03-07,112,False,True,129.0,147.0,2020,3,5,0,112
2020-03-07,127,False,False,112.0,129.0,2020,3,5,0,0
2020-03-07,176,True,False,127.0,112.0,2020,3,5,176,0
2020-03-08,200,True,False,176.0,127.0,2020,3,6,200,0
2020-03-08,194,False,True,200.0,176.0,2020,3,6,0,194
2020-03-08,100,False,False,194.0,200.0,2020,3,6,0,0
2020-03-09,140,False,True,100.0,194.0,2020,3,0,0,140
2020-03-09,194,True,False,140.0,100.0,2020,3,0,194,0
2020-03-09,198,False,False,194.0,140.0,2020,3,0,0,0
2020-03-10,90,False,False,198.0,194.0,2020,3,1,0,0
2020-03-10,79,True,False,90.0,198.0,2020,3,1,79,0
2020-03-10,71,False,True,79.0,90.0,2020,3,1,0,71
2020-03-11,80,False,False,71.0,79.0,2020,3,2,0,0
2020-03-11,169,True,False,80.0,71.0,2020,3,2,169,0
2020-03-11,109,False,True,169.0,80.0,2020,3,2,0,109
2020-03-12,109,False,False,109.0,169.0,2020,3,3,0,0
2020-03-12,181,True,False,109.0,109.0,2020,3,3,181,0
2020-03-12,172,False,True,181.0,109.0,2020,3,3,0,172
2020-03-13,105,False,False,172.0,181.0,2020,3,4,0,0
2020-03-13,53,True,False,105.0,172.0,2020,3,4,53,0
2020-03-13,152,False,True,53.0,105.0,2020,3,4,0,152
2020-03-14,65,True,False,152.0,53.0,2020,3,5,65,0
2020-03-14,108,False,True,65.0,152.0,2020,3,5,0,108
2020-03-14,81,False,False,108.0,65.0,2020,3,5,0,0
2020-03-15,56,False,False,81.0,108.0,2020,3,6,0,0
2020-03-15,51,True,False,56.0,81.0,2020,3,6,51,0
2020-03-15,110,False,True,51.0,56.0,2020,3,6,0,110
2020-03-16,184,False,False,110.0,51.0,2020,3,0,0,0
2020-03-16,133,True,False,184.0,110.0,2020,3,0,133,0
2020-03-16,62,False,True,133.0,184.0,2020,3,0,0,62
2020-03-17,168,True,False,62.0,133.0,2020,3,1,168,0
2020-03-17,195,False,False,168.0,62.0,2020,3,1,0,0
2020-03-17,152,False,True,195.0,168.0,2020,3,1,0,152
2020-03-18,184,False,False,152.0,195.0,2020,3,2,0,0
2020-03-18,144,True,False,184.0,152.0,2020,3,2,144,0
2020-03-18,150,False,True,144.0,184.0,2020,3,2,0,150
2020-03-19,200,True,False,150.0,144.0,2020,3,3,200,0
2020-03-19,122,False,True,200.0,150.0,2020,3,3,0,122
2020-03-19,180,False,False,122.0,200.0,2020,3,3,0,0
2020-03-20,69,False,True,180.0,122.0,2020,3,4,0,69
2020-03-20,133,True,False,69.0,180.0,2020,3,4,133,0
2020-03-20,151,False,False,133.0,69.0,2020,3,4,0,0
2020-03-21,153,False,False,151.0,133.0,2020,3,5,0,0
2020-03-21,97,True,False,153.0,151.0,2020,3,5,97,0
2020-03-21,180,False,True,97.0,153.0,2020,3,5,0,180
2020-03-22,187,False,False,180.0,97.0,2020,3,6,0,0
2020-03-22,90,True,False,187.0,180.0,2020,3,6,90,0
2020-03-22,187,False,True,90.0,187.0,2020,3,6,0,187
2020-03-23,97,False,False,187.0,90.0,2020,3,0,0,0
2020-03-23,77,True,False,97.0,187.0,2020,3,0,77,0
2020-03-23,193,False,True,77.0,97.0,2020,3,0,0,193
2020-03-24,190,False,True,193.0,77.0,2020,3,1,0,190
2020-03-24,153,False,False,190.0,193.0,2020,3,1,0,0
2020-03-24,100,True,False,153.0,190.0,2020,3,1,100,0
2020-03-25,176,False,True,100.0,153.0,2020,3,2,0,176
2020-03-25,84,True,False,176.0,100.0,2020,3,2,84,0
2020-03-25,166,False,False,84.0,176.0,2020,3,2,0,0
2020-03-26,140,False,False,166.0,84.0,2020,3,3,0,0
2020-03-26,75,True,False,140.0,166.0,2020,3,3,75,0
2020-03-26,167,False,True,75.0,140.0,2020,3,3,0,167
2020-03-27,131,False,False,167.0,75.0,2020,3,4,0,0
2020-03-27,56,True,False,131.0,167.0,2020,3,4,56,0
2020-03-27,127,False,True,56.0,131.0,2020,3,4,0,127
2020-03-28,147,False,True,127.0,56.0,2020,3,5,0,147
2020-03-28,124,False,False,147.0,127.0,2020,3,5,0,0
2020-03-28,127,True,False,124.0,147.0,2020,3,5,127,0
2020-03-29,130,True,False,127.0,124.0,2020,3,6,130,0
2020-03-29,177,False,True,130.0,127.0,2020,3,6,0,177
2020-03-29,142,False,False,177.0,130.0,2020,3,6,0,0
2020-03-30,56,True,False,142.0,177.0,2020,3,0,56,0
2020-03-30,200,False,True,56.0,142.0,2020,3,0,0,200
2020-03-30,186,False,False,200.0,56.0,2020,3,0,0,0
2020-03-31,155,True,False,186.0,200.0,2020,3,1,155,0
2020-03-31,94,False,True,155.0,186.0,2020,3,1,0,94
2020-03-31,189,False,False,94.0,155.0,2020,3,1,0,0
2020-04-01,111,False,True,189.0,94.0,2020,4,2,0,111
2020-04-01,160,True,False,111.0,189.0,2020,4,2,160,0
2020-04-01,185,False,False,160.0,111.0,2020,4,2,0,0
2020-04-02,152,False,False,185.0,160.0,2020,4,3,0,0
2020-04-02,112,True,False,152.0,185.0,2020,4,3,112,0
2020-04-02,126,False,True,112.0,152.0,2020,4,3,0,126
2020-04-03,93,False,False,126.0,112.0,2020,4,4,0,0
2020-04-03,67,True,False,93.0,126.0,2020,4,4,67,0
2020-04-03,141,False,True,67.0,93.0,2020,4,4,0,141
2020-04-04,120,False,False,141.0,67.0,2020,4,5,0,0
2020-04-04,134,True,False,120.0,141.0,2020,4,5,134,0
2020-04-04,156,False,True,134.0,120.0,2020,4,5,0,156
2020-04-05,183,False,False,156.0,134.0,2020,4,6,0,0
2020-04-05,101,True,False,183.0,156.0,2020,4,6,101,0
2020-04-05,160,False,True,101.0,183.0,2020,4,6,0,160
2020-04-06,187,True,False,160.0,101.0,2020,4,0,187,0
2020-04-06,59,False,True,187.0,160.0,2020,4,0,0,59
2020-04-06,66,False,False,59.0,187.0,2020,4,0,0,0
2020-04-07,115,False,False,66.0,59.0,2020,4,1,0,0
2020-04-07,57,True,False,115.0,66.0,2020,4,1,57,0
2020-04-07,57,False,True,57.0,115.0,2020,4,1,0,57
2020-04-08,119,False,False,57.0,57.0,2020,4,2,0,0
2020-04-08,181,True,False,119.0,57.0,2020,4,2,181,0
2020-04-08,63,False,True,181.0,119.0,2020,4,2,0,63
2020-04-09,53,True,False,63.0,181.0,2020,4,3,53,0
2020-04-09,107,False,False,53.0,63.0,2020,4,3,0,0
2020-04-09,62,False,True,107.0,53.0,2020,4,3,0,62
2020-04-10,112,False,False,62.0,107.0,2020,4,4,0,0
2020-04-10,114,True,False,112.0,62.0,2020,4,4,114,0
2020-04-10,84,False,True,114.0,112.0,2020,4,4,0,84
2020-04-11,161,True,False,84.0,114.0,2020,4,5,161,0
2020-04-11,79,False,True,161.0,84.0,2020,4,5,0,79
2020-04-11,198,False,False,79.0,161.0,2020,4,5,0,0
2020-04-12,95,False,True,198.0,79.0,2020,4,6,0,95
2020-04-12,152,True,False,95.0,198.0,2020,4,6,152,0
2020-04-12,101,False,False,152.0,95.0,2020,4,6,0,0
2020-04-13,196,False,False,101.0,152.0,2020,4,0,0,0
2020-04-13,161,True,False,196.0,101.0,2020,4,0,161,0
2020-04-13,104,False,True,161.0,196.0,2020,4,0,0,104
2020-04-14,178,False,False,104.0,161.0,2020,4,1,0,0
2020-04-14,186,True,False,178.0,104.0,2020,4,1,186,0
2020-04-14,172,False,True,186.0,178.0,2020,4,1,0,172
2020-04-15,155,False,False,172.0,186.0,2020,4,2,0,0
2020-04-15,161,True,False,155.0,172.0,2020,4,2,161,0
2020-04-15,162,False,True,161.0,155.0,2020,4,2,0,162
2020-04-16,194,False,False,162.0,161.0,2020,4,3,0,0
2020-04-16,115,True,False,194.0,162.0,2020,4,3,115,0
2020-04-16,187,False,True,115.0,194.0,2020,4,3,0,187
2020-04-17,95,True,False,187.0,115.0,2020,4,4,95,0
2020-04-17,199,False,True,95.0,187.0,2020,4,4,0,199
2020-04-17,174,False,False,199.0,95.0,2020,4,4,0,0
2020-04-18,108,False,False,174.0,199.0,2020,4,5,0,0
2020-04-18,131,True,False,108.0,174.0,2020,4,5,131,0
